"id","titre","theme","type","finalite","description","pilote","Partenaires","adresse","adresse2","codepostal","ville","mail","trophee","url","lon","lat","code","code_type","code_theme"
"129","École Saint Louis Sainte Thérèse","A21 Scolaire","EDD","Épanouissement de tous les êtres humains",,"École Saint Louis Sainte Thérèse"," ","47 cours Balguerie Stutenberg"," ","33000","Bordeaux"," "," "," ","-0.568910","44.856909","5","3","12"
"292","École Sainte Anne","A21 Scolaire","EDD","Épanouissement de tous les êtres humains",,"École Sainte Anne"," ","318 avenue de la Libération"," ","33110","Le Bouscat"," "," "," ","-0.603107","44.864726","5","3","12"
"72","École Saturne","A21 Scolaire","EDD","Épanouissement de tous les êtres humains",,"École Saturne"," ","Rue Lestaing"," ","33290","Blanquefort","e.saturne.blanquefort@ac-bordeaux.fr"," "," ","-0.641413","44.909753","5","3","12"
"468","Eco-mobilité","Mobilité","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Un véhicule utilitaire électrique pour les services techniques de la ville.","Sauveterre en Guyenne"," "," Place de la République","Hotel de ville","33540","Sauveterre de Guyenne","sauveterre.mairie@wanadoo.fr"," ",NULL,"-0.086509","44.693019","1","1","10"
"394","Eco-quartier du Lartigon et rénovation durable du quartier Arago","Eco construction","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Création de l'éco-quartier du Lartigon et rénovation durable du quartier Arago : Lutte contre l'étalement urbain, mixité sociale et fonctionnelle, concertation des habitants, construction de bâtiments BBC, adoption d'un référentiel aménagement durable…","Pessac","Etat, Région, CUB, CG, CETE, Bailleurs, Syndicats de quartier...."," Place de 5ème République","Hôtel de Ville","33604","Pessac","courrier@mairie-pessac.fr"," ",NULL,"-0.681415","44.794718","1","1","5"
"192","Eco-tourisme : Des cabanes dans les arbres","Eco construction","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Création d’une centre de vacances écologique avec cabanes dans les arbres / Ecolabel européen","Morgane Le Coze et Philippe Labourdette"," Réseau Aquitaine Entreprendre, entreprises (banque, orange, divers fournisseurs, assureur…)","6 lot des Cigales"," ","33840","Captieux","mlecoze@orange.fr"," ",NULL,"-0.255277","44.288895","1","1","5"
"430","Éducation au Développement Durable avec les écoles primaires du canton sur la thématique de l’eau","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Favoriser la sensibilisation du jeune public scolarisé au développement durable. Information et formation des enseignants (module de formation à l’EDD dans le programme de formation obligatoire des enseignants)","CDC du Cubzaguais"," ","44 rue Dartagnan"," ","33240","Saint André de Cubzac","dev@cdc-cubzaguais.fr"," ",NULL,"-0.437767","44.998758","5","3","3"
"295","Élaboration d’un plan cyclable innovant","Mobilité","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Définition d'un programme d’aménagement en faveur des déplacements cyclables.","Le Bouscat","CUB, Vélocité","Place Gambetta","Hôtel de Ville","33491","Le Bouscat"," "," ",NULL,"-0.600260","44.865485","1","1","10"
"397","Élaboration d'un Plan Municipal pour des achats responsables","Achats publics/responsables","Consommation responsable","Consommation et production responsables","Développement d'une démarche globale pour des achats responsables. Réalisation d'un audit complet de sa politique et de son organisation achats permettant la formalisation et la diffusion d'une procédure éco-achats.","Pessac","ADEME, Région, BMJ Ratings"," Place de 5ème République","Hôtel de Ville","33604","Pessac","courrier@mairie-pessac.fr"," ",NULL,"-0.681415","44.794718","4","2","13"
"63","En route vers un festival éco-responsable","Manifestations responsables","Consommation responsable","Consommation et production responsables","Organisation de manifestations éco-responsables, sensibilisation et protection de l'environnement.","Méduli Nature","Music'Action,SMICOTOM, le centre de compostage de Naujac, Véolia environnement, Firplast, Copy Média, Korus Edition, Association des techniques écologiques, Surf Rider Foundation, Mountain Rider","8 Rue Raymond Vallet"," ","33290","Blanquefort","contact@medulinature.org"," ",NULL,"-0.634504","44.909720","4","2","7"
"120","Énergie de la Lune","Énergie","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Développement, installation de parcs hydroliens et mise en place du projet SEENEOH (Site Expérimental Estuarien National pour l’Essai et l’Optimisation d’Hydroliennes)","Bureau d'études : Énergie de la Lune","ADEME","11 rue du port"," ","33800","Bordeaux","m.lafosse@energiedelalune.fr"," ",NULL,"-0.561343","44.831860","1","1","11"
"278","Engagement autour du patrimoine associé à l'eau","Biodiversité","Territoire et ville durables","Préservation de la biodiversité, protection des milieux et des ressources","Étude sur la prise en compte du fleuve et de ses paysages dans le dévelopement local afin de proposer des aménagements permettant de mettre en valeur les deux cours d'eau et de (re)créer un lien entre les habitants et les cours d'eau."," CDC du Réolais","Syndicat Mixte d'Etudes et d'Aménagement de la Garonne, étudiants de l'Ecole d'Architecture et du Paysage de Bordeaux","81 rue Armand Caduc","Hotel de ville","33190","La Réole","agenda21@reolais.fr"," ",NULL,"-0.040633","44.581857","2","1","1"
"415","Entre chasse et biodiversité","Biodiversité","Territoire et ville durables","Préservation de la biodiversité, protection des milieux et des ressources","Participation à la gestion de la faune, plantation d’une haie de diverses essences, apport d’insectes prédateurs des parasites de la vigne, création d'un corridor biologique…","Association Communale De Chasse Agréée de Ruch","Association Arbres et Paysages"," ","Hôtel de ville","33350","Ruch","ruchjjb@aol.com"," ",NULL,"-0.033760","44.774469","2","1","1"
"104","Entre solidarité sociale et éducation au développement durable","Solidarité écologique","Développement solidaire","Cohésion sociale et solidarité entre les territoire et entre les générations","Sensibilisation, valorisation des équipements Développement Durable en résidence sociale et réhabilitation HQE.","L'Eveil Habitat","CRA, CG, CUB,État, ADEME, CAF, GIC, Crédit Immobilier, Terres d'Adèles","19 Rue des étuves"," ","33000","Bordeaux","contact@fjt-eveil.org","Lauréat 2008",NULL,"-0.583521","44.841569","3","5","4"
"317","Entre solidarité sociale et habitat durable","Ateliers avec les organismes sociaux","Développement solidaire","Cohésion sociale et solidarité entre les territoire et entre les générations","Création d'un service spécifique d'accompagnement afin de maintenir, d'améliorer les conditions de vie en matière d'habitat des personnes précarisées. Sensibilisation des propriétaires à la rénovation selon des critères de développement durable.","AOGPE (Association des Œuvres Girondines et Protection de l'Enfance)","BFCC, CEAN, Fondation de France, CG, Préfecture de la Gironde, Mairie de Libourne","4 allée René Cassagne"," ","33305","Lormont","dg@aogpe.com"," ",NULL,"-0.516387","44.876090","3","5","4"
"201","Entre sport et développement durable","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Réunion d'habitants dans la convivialité autour d'un moment \"Sport Loisir\" tout les dimanches à la Plaine du Faisan","Amicale des Coureurs à Pied (ACAP)"," ","Avenue Vignau-Anglade","Hôtel de Ville","33560","Carbon-Blanc"," "," ",NULL,"-0.502207","44.895084","5","3","3"
"226","Espace Info-Energie","EDD pour tous à tous les âges de la vie","EDD","Épanouissement de tous les êtres humains","Organisation de permanences afin de donner aux administrés des précisions sur : les aides possibles, les crédits d'impôts, les modalités de réalisation d'un diagnostic de performance énergétique, les équipements et besoins des logement…","CDC du Créonnais","CREAQ, CIAS du Créonnais, Pays Cœur Entre deux Mers","4 rue Régano"," ","33670","Créon"," "," ",NULL,"-0.343360","44.754037","5","3","3"
"506","Espace Naturel Sensible","Biodiversité ","Territoire et ville durables","Préservation de la biodiversité, protection des milieux et des ressources","Mise en place d'une politique volontariste de préservation d’un Espace Naturel Sensible afin de sensibiliser la population. (Exemple : transhumance urbaine conviant la population à suivre un troupeau de moutons utilisé pour l’entretien pastoral des prairies)","Villenave d’Ornon"," ","Rue du professeur Calmette","Hôtel de Ville","33883","Villenave d'Ornon","mission.agenda21@mairie-villenavedornon.fr"," ",NULL,"-0.570096","44.781922","2","1","1"
"62","Espaces scolaires : Amélioration des pratiques","Santé environnementale","Consommation responsable","Épanouissement de tous les êtres humains","Amélioration des pratiques environnementales (Diagnostic, plan d'actions pour l'utilisation de produits d'entretien, réduction des produits phytosanitaires, plantation de vergers collectifs de quartiers...) Sensibilisation de la population sur le \"cartable sain\""," Bernos-Beaulac","Pays des Landes de Gascogne, Leader, HSEN","1 Le Bourg","Hôtel de ville","33430","Bernos-Beaulac","mairie.bernos.beaulac@wanadoo.fr"," ",NULL,"-0.255975","44.326512","5","2","9"
"516","Eusjal Herria Zuzenean","Manifestations responsables","Consommation responsable","Consommation et production responsables","Festival de musique.  Gobelets consignés, toilettes sèches, produits locaux, bio, de saison, équitables, promotion des TC, tri des déchets… Durée événement : 3 jours / Nombre de festivaliers : 3000","Association EHZ","Communauté de communes de la Soule, ADEME, Région, Association Alternatiba, Meduli Nature, Bikarko Lurraren Elkartea, coopérative Alterka"," ","Site extérieur","0"," "," "," ",NULL,"0.000000","0.000000","4","2","7"
"48","Excellence bazadaise","Biodiversité","Territoire et ville durables","Préservation de la biodiversité, protection des milieux et des ressources","Préservation et gestion d'un patrimoine génétique : La race bovine bazadaise.","Association Excellence bazadaise","France AgriMer, CG, éleveurs"," ","B.P. 55","33430","Bazas","excellence-bazadaise@orange.fr"," ",NULL,"-0.216227","44.438031","2","1","1"
"234","Eysines","A21 Territorial","Démarche Globale","Tous","A21","Eysines"," "," Rue de l'Hôtel de Ville",NULL,"33327","Eysine"," "," ",NULL,"-0.643310","44.886087","6","0","16"
"107","Favoriser le recyclage des déchets","Déchets","Consommation responsable","Préservation de la biodiversité, protection des milieux et des ressources","Formation de guides-composteurs, des citoyens et entretien d'un jardin de démonstration afin, notamment, de favoriser le tri et le recyclage des déchets.","Les jardins d'aujourd'hui","ADEME, CG, Centres de recyclage et de traitement de Gironde, Comité Jean Pain (Belgique)","23 Rue de New York"," ","33300","Bordeaux","ajardinsda@numéricable.fr"," ",NULL,"-0.550048","44.869810","2","2","8"
"77","Favoriser les déplacements doux","Participation","Gouvernance","Épanouissement de tous les êtres humains","Élaboration par un atelier participatif d'une charte des sentiers de randonnée \"Des rêves en marche\". Participation citoyenne afin d'établir la charte et le schéma des sentiers et valorisation patrimoniale via une série d'ateliers et de randonnées","Blanquefort","Paysagistes (Stéphane Duprat et Benjamin Chambelland), CG, CUB, habitants, associations (Amicale Laïque Objectif Forme, ESB Randonnée, ACCA de Blanquefort, Le Moulinet Blanquefortais)"," 12 Rue Dupaty","Hôtel de ville","33294","Blanquefort","virginie.lannes@ville-blanquefort.fr","Lauréat 2008",NULL,"-0.629445","44.908491","5","4","6"
"432","Favoriser les déplacements doux","Mobilité","Territoire et ville durables","Lutte contre le changement climatique et protection de l'atmosphère","Mise en place d'un vélobus à destination des écoliers.","Saint Aubin de Médoc","Vélocité, Préfecture de Gironde","Route Joli Bois","Hôtel de Ville","33160","Saint Aubin du Médoc","developpement-durable@saintaubindemedoc.fr"," ",NULL,"-0.722397","44.914087","1","1","10"
"519","Festival des hauts de Garonne","Manifestations responsables","Consommation responsable","Consommation et production responsables","Ecocommunication, gobelets consignés, promotion des TC, tri des déchets Durée événement : 3 semaines Nombre de festivaliers : Entre 5 500 et 6 000","Musiques de Nuit Diffusion","GPV des hauts de Garonne Villes de Cenon, Lormont, Floirac , Bassens Conseil régional Aquitaine Conseil Général Gironde ACSE – SGAR – Union européenne (Feder) – Elyo (groupe Suez)"," ","Cenon Lormont Floirac Bassens","0"," "," "," ",NULL,"0.000000","0.000000","4","2","7"
"514","Festival ouvre la voix","Manifestations responsables","Consommation responsable","Consommation et production responsables","Gobelets consignés, vaisselle compostable, toilettes sèches, écocommunication, tri des déchets, accès PMR, producteurs locaux, cendrier de poche, covoiturage, navette… Durée événement : 2 jours et 2 soirs","Parallèles Attitudes Diffusion","Ademe Conseil Régional de l’Aquitaine Conseil Général de la Gironde Meduli Nature, Semoctom, Userctom CDC Porte Entre-deux-Mers Service Jeunesse Fondation Caisse d’Épargne Aquitaine Poitou Charente, Association des Paralysés de France (APF) Délégation Gi"," 18 Cours Barbey","Salle ou extérieur","33800","Bordeaux"," "," ",NULL,"-0.563410","44.827250","4","2","7"
