"code CNIS";"sigle type formation";"libellé type formation";"libellé formation principal";"libellé formation complémentaire";"sigle formation";durée;"code RNCP";"niveau RNCP";"libellé niveau RNCP";tutelle;"lien site onisep.fr";domaine/sous-domaine
250;BTS;"brevet de technicien supérieur";"BTS Assistance technique d'ingénieur";;ATI;"2 ans";;3;"niveau 5 (bac + 2)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.273;"matières premières, fabrication, industries/fabrication - productique ; matières premières, fabrication, industries/fonction production (généralités) ; matières premières, fabrication, industries/génie industriel"
250;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'Institut national des sciences appliquées Hauts-de-France spécialité mécatronique";;"INSA HF";"3 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5852;"mécanique/automatismes ; électricité - électronique - robotique/électronique ; informatique, internet/informatique industrielle et technologique ; mécanique/mécanique (généralités)"
250;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'École polytechnique universitaire de l'université de Montpellier spécialité mécanique";;Polytech;"3 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.6155;"mécanique/automatismes ; sciences/biologie ; électricité - électronique - robotique/électrotechnique ; matières premières, fabrication, industries/études et développement ; informatique, internet/informatique industrielle et technologique ; mécanique/mécanique (généralités) ; sciences/physique"
250;;"diplôme d'ingénieur";"diplôme d'ingénieur ENSIL-ENSCI de l'université de Limoges spécialité mécatronique";;ENSIL-ENSC;"5 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.6019;"mécanique/automatismes ; électricité - électronique - robotique/électronique ; matières premières, fabrication, industries/études et développement ; informatique, internet/informatique (généralités) ; mécanique/mécanique (généralités)"
250;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'École nationale d'ingénieurs de Tarbes";;ENI;"5 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.863;"mécanique/automatismes ; électricité - électronique - robotique/électronique ; environnement - énergies - propreté/environnement (généralités) ; matières premières, fabrication, industries/études et développement ; matières premières, fabrication, industries/fonction production (généralités) ; construction - architecture - travaux publics/génie civil, construction (généralités) ; matières premières, fabrication, industries/génie industriel ; matières premières, fabrication, industries/matériaux ; mécanique/mécanique (généralités) ; matières premières, fabrication, industries/méthodes industrialisation ; sciences/physique ; informatique, internet/systèmes et réseaux ; électricité - électronique - robotique/télécommunications"
251;TP;"titre professionnel";"TP Technicien supérieur méthodes produit process";;;"2 ans";;3;"niveau 5 (bac + 2)";"Ministère du travail, de l'emploi et du dialogue social";http://www.onisep.fr/http/redirection/formation/slug/FOR.3939;"matières premières, fabrication, industries/études et développement ; matières premières, fabrication, industries/fabrication - productique ; mécanique/mécanique (généralités) ; matières premières, fabrication, industries/méthodes industrialisation"
242;CAP;"Certificat d'aptitude professionnelle";"CAP Métiers de la mode - vêtement tailleur";;;"2 ans";;5;"niveau 3 (niveau CAP)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.1721;"matières premières, fabrication, industries/textile - habillement"
242;;"formation d'école spécialisée";"Master of Arts in Fashion Design";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.1003;"arts, culture, artisanat/arts graphiques"
242;BMA;"brevet des métiers d'art";"BMA Broderie";;;"2 ans";;4;"niveau 4 (bac ou équivalent)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.536;"arts, culture, artisanat/artisanat d'art ; arts, culture, artisanat/arts graphiques ; matières premières, fabrication, industries/textile - habillement"
242;BTM;"brevet technique des métiers";"BTM Tapissier décorateur option garniture";;;"2 ans";;4;"niveau 4 (bac ou équivalent)";"Chambres de métiers et de l'artisanat";http://www.onisep.fr/http/redirection/formation/slug/FOR.5876;"arts, culture, artisanat/artisanat d'art"
242;BTM;"brevet technique des métiers";"BTM Tapissier décorateur option couture";;;"2 ans";;4;"niveau 4 (bac ou équivalent)";"Chambres de métiers et de l'artisanat";http://www.onisep.fr/http/redirection/formation/slug/FOR.5877;"arts, culture, artisanat/artisanat d'art"
242;;"formation d'école spécialisée";"Styliste - modéliste (MJM Graphic Design)";;;"3 ans";;3;"niveau 5 (bac + 2)";;http://www.onisep.fr/http/redirection/formation/slug/FOR.6214;"arts, culture, artisanat/arts graphiques ; matières premières, fabrication, industries/textile - habillement"
242;;"formation d'école spécialisée";"Styliste - modéliste (IBSM)";;;"2 ans";;3;"niveau 5 (bac + 2)";;http://www.onisep.fr/http/redirection/formation/slug/FOR.6015;"arts, culture, artisanat/arts graphiques ; matières premières, fabrication, industries/textile - habillement"
243;FCIL;"formation complémentaire d'initiative locale";"FCIL Maroquinerie de luxe";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.4586;"matières premières, fabrication, industries/textile - habillement"
243;CAP;"Certificat d'aptitude professionnelle";"CAP Sellerie générale";;;"2 ans";;5;"niveau 3 (niveau CAP)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.1499;"arts, culture, artisanat/artisanat d'art ; matières premières, fabrication, industries/textile - habillement"
243;FCIL;"formation complémentaire d'initiative locale";"FCIL Ganterie";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.1090;"matières premières, fabrication, industries/textile - habillement"
243;MC;"mention complémentaire";"MC Piquage d'articles chaussants";;;"1 an";;5;"niveau 3 (niveau CAP)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.1228;"matières premières, fabrication, industries/textile - habillement"
243;CAP;"Certificat d'aptitude professionnelle";"CAP Vêtement de peau";;;"2 ans";;5;"niveau 3 (niveau CAP)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.1504;"matières premières, fabrication, industries/matériaux souples ; matières premières, fabrication, industries/textile - habillement"
243;;"baccalauréat professionnel";"bac pro Métiers du cuir option sellerie garnissage";;;"3 ans";;4;"niveau 4 (bac ou équivalent)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.6088;"matières premières, fabrication, industries/textile - habillement"
250;"mastère spé.";"mastère spécialisé";"mastère spé. Mécatronique et management (Polytech Lille)";;;"1 an";;0;"non inscrit au RNCP";;http://www.onisep.fr/http/redirection/formation/slug/FOR.3639;"gestion des entreprises, comptabilité/administration de l'entreprise ; mécanique/automatismes"
250;MC;"mention complémentaire";"MC Technicien(ne) ascensoriste (service et modernisation)";;;"1 an";;4;"niveau 4 (bac ou équivalent)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.1479;"électricité - électronique - robotique/électrotechnique ; matières premières, fabrication, industries/maintenance - qualité"
250;;"baccalauréat professionnel";"bac pro Polyvalent navigant pont/machine";;;"3 ans";;4;"niveau 4 (bac ou équivalent)";"Ministère de la transition écologique et solidaire";http://www.onisep.fr/http/redirection/formation/slug/FOR.1008;"mécanique/mécanique (généralités) ; agriculture, animaux/pêche ; logistique - transport/transport"
250;;"formation d'école spécialisée";"Technicien (ne) de réparation des ascenseurs";;;"2 ans";;4;"niveau 4 (bac ou équivalent)";;http://www.onisep.fr/http/redirection/formation/slug/FOR.971;"électricité - électronique - robotique/électrotechnique ; matières premières, fabrication, industries/maintenance - qualité"
250;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'École supérieure d'ingénieurs de Paris-Est de l'université de Marne-la-Vallée spécialité maintenance et fiabilité des processus industriels";;"ESIPE MLV";"3 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5435;"électricité - électronique - robotique/électrotechnique ; matières premières, fabrication, industries/fonction production (généralités) ; matières premières, fabrication, industries/maintenance - qualité ; armée, sécurité/sécurité prévention"
250;BTS;"brevet de technicien supérieur";"BTS Maintenance des systèmes option C systèmes éoliens";;;"2 ans";;3;"niveau 5 (bac + 2)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.6089;"mécanique/automatismes ; électricité - électronique - robotique/électronique ; électricité - électronique - robotique/électrotechnique ; environnement - énergies - propreté/énergies ; matières premières, fabrication, industries/maintenance - qualité ; mécanique/mécanique (généralités) ; matières premières, fabrication, industries/méthodes industrialisation ; sciences/physique"
250;;"baccalauréat professionnel";"bac pro Productique mécanique option décolletage";;;"3 ans";;4;"niveau 4 (bac ou équivalent)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.5318;"mécanique/mécanique (généralités)"
250;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'École spéciale des travaux publics du bâtiment et de l'industrie spécialité énergétique de la construction en partenariat avec le CFA Ingénieurs 2000";;ESTP;"3 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.6206;"environnement - énergies - propreté/énergies ; environnement - énergies - propreté/environnement (généralités) ; construction - architecture - travaux publics/génie civil ; construction - architecture - travaux publics/génie civil, construction (généralités)"
250;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'École nationale supérieure d'arts et métiers spécialité mécanique et mécatronique en partenariat avec l'ITII Lorraine";;ENSAM;"3 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.6108;"mécanique/automatismes ; matières premières, fabrication, industries/fonction production (généralités) ; matières premières, fabrication, industries/génie industriel ; mécanique/mécanique (généralités) ; matières premières, fabrication, industries/méthodes industrialisation"
250;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'École polytechnique universitaire de l'université d'Orléans spécialité matériaux et mécatronique";;Polytech;"3 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.6120;"mécanique/automatismes ; électricité - électronique - robotique/électronique ; matières premières, fabrication, industries/études et développement ; matières premières, fabrication, industries/fonction production (généralités) ; matières premières, fabrication, industries/matériaux ; sciences/mathématiques ; mécanique/mécanique (généralités) ; sciences/physique"
250;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'École polytechnique universitaire de l'université de Tours spécialité mécanique et génie mécanique";;Polytech;"5 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5954;"sciences/biologie ; électricité - électronique - robotique/électronique ; environnement - énergies - propreté/énergies ; environnement - énergies - propreté/environnement (généralités) ; matières premières, fabrication, industries/études et développement ; matières premières, fabrication, industries/fabrication - productique ; matières premières, fabrication, industries/matériaux ; mécanique/mécanique (généralités) ; matières premières, fabrication, industries/méthodes industrialisation ; sciences/physique"
250;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'École d'ingénieurs en sciences industrielles et numérique de l'université de Reims spécialité mécanique et génie industriel en partenariat avec l'ITII Champagne-Ardenne";;EiSINe;"3 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.6202;"mécanique/automatismes ; matières premières, fabrication, industries/fonction production (généralités) ; matières premières, fabrication, industries/génie industriel ; matières premières, fabrication, industries/maintenance - qualité ; mécanique/mécanique (généralités) ; matières premières, fabrication, industries/méthodes industrialisation"
