Politique publique,Code du site,Nom du site,Adresse,code commune,commune,Statut juridique,NB_BATIMENT,NB_PARCELLE,Loyer au m²,Ratio_Eau,Ratio_Gaz,Ratio_Elec,Ratio_Fioul,Ratio_GazProp,Ratio_Total,Gaz_Prop,Gaz,Fioul,Elec,Eau,Total,Montant_TF,Mtassneuf,Mtassvet,Mtht_Annuel_Dep,Mtht_Annuel_Rec,Nombre de personne au m²,Surface de plancher (m²),ValImo,ValVNC,latitude,longitude,result_label,code insee
08 Solidarité autonomie et santé,S1697,LORMONT AS GAROSSES,1 Rue des Garosses,33310,LORMONT,Locataire,1,0,0,0,0,"9,7644075541",0,0,"9,7644075541",0,0,0,"1282,262",0,"1282,262",0,0,0,"13055,58",0,"131,32","131,32",0,0,44.876869,-0.521547,1 Rue des Garosses 33310 Lormont,33249
08 Solidarité autonomie et santé,S1702,LORMONT PERM,Boulevard Odilon Redon,33310,LORMONT,Locataire,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.880169,-0.527777,Boulevard Odilon Redon 33310 Lormont,33249
08 Solidarité autonomie et santé,S1704,ST-SAVIN-DE-BLAYE PERM,Rue de la Ganne,33390,ST SAVIN DE BLAYE,Locataire,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.140636,-0.441901,"Rue de la Ganne, Saint-Aubin du médoc",
08 Solidarité autonomie et santé,S1705,BLANQUEFORT PERM,11 Rue de la République,33290,BLANQUEFORT,Locataire,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.909445,-0.633923,11 Rue de la République 33290 Blanquefort,33056
06 Performance de collectivité,S1708,LANGON ADMIN-DDTM,15 B Cours des Fossés,33210,LANGON,Propriétaire,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"489036,78","435242,72",0,0,0,"224,71",0,0,44.554943,-0.247336,15 BIS Cours des Fosses 33210 Langon,33227
03 Collège et éducation,S1710,BRUGES CLG,57 Rue Claudeville,33520,BRUGES,Propriétaire,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8289,76","14744277,04","13676131,04",44.873297,-0.587669,57 Rue Jean Claudeville 33520 Bruges,33075
08 Solidarité autonomie et santé,S1712,LA-REOLE CLIC,3 Place St-Michel,33190,LA REOLE,Locataire,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25633,92",0,0,0,0,0,44.584557,-0.039141,3 Place Saint-Michel 33190 La Réole,33352
05 Mobilité,S1715,LANTON CRD-SIEGE,Route de Blagon,33138,LANTON,Locataire,2,3,0,0,0,"57,1279890793",0,0,"57,1279890793",0,0,0,"36408,81",0,"36408,81",0,0,0,89444,0,0,"637,32","729029,39","674102,96",44.710021,-1.025222,Route de Blagon 33138 Lanton,33229
08 Solidarité autonomie et santé,S1718,ST-DENIS-DE-PILE PERM,2 Avenue du Gal de Gaulle,33230,ST DENIS DE PILE,Locataire,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.018811,-0.05528,2 Cours du Général de Gaulle 33230 Saint-Médard-de-Guizières,33447
08 Solidarité autonomie et santé,S1733,AMBARES-ET-LAGRAVE MDSI,2 Rue Louis Massina,33440,AMBARES ET LAGRAVE,Propriétaire,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1807,71","5960436,19","5772077,19",44.927327,-0.487867,2 Rue Louis Massina 33440 Ambarès-et-Lagrave,33003
08 Solidarité autonomie et santé,S1734,LE-TEICH MDSI,102 Avenue de Bordeaux,33470,LE TEICH,Propriétaire,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1310,59","5046524,49","5046264,49",44.621577,-1.017049,102 Avenue de Bordeaux 33470 Le Teich,33527
06 Performance de collectivité,S1735,BORDEAUX STOCKAGE MOTTE-PICQUET,5 Rue Lamotte Picquet,33300,BORDEAUX,Locataire,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"224,61","79,6",44.873065,-0.561382,5 Rue la Motte Picquet 33300 Bordeaux,33063
06 Performance de collectivité,S1738,VILLENAVE-D'ORNON LABO-VEGETAL,71 Avenue Edouard Bourleaux,33140,VILLENAVE D'ORNON,Propriété d'un tiers,1,1,,0,0,0,0,0,0,0,"4808,99",0,0,"11,356","4808,99",0,0,0,0,0,0,0,0,0,44.785477,-0.576522,71 Avenue Édouard Bourlaux 33140 Villenave-d'Ornon,33550
06 Performance de collectivité,S1741,BORDEAUX LOGT 40-RUE-DU-BOCAGE,40 Rue du Bocage,33200,BORDEAUX,Locataire,1,0,,0,0,0,0,0,0,0,0,0,"9885,886",0,"9885,886",0,0,0,"20597,44",0,0,0,0,0,44.852845,-0.599225,40 Rue du Bocage 33200 Bordeaux,33063
03 Collège et éducation,S1756,BORDEAUX CLG ALIENOR-D'AQUITAINE,16 Rue Dom Devienne,33800,BORDEAUX,Propriétaire,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7771,44","18445137,99","16757761,99",44.829357,-0.560644,16 Rue du Domaine Devienne 33800 Bordeaux,33063
08 Solidarité autonomie et santé,S1759,LANTON POLE TERRITORIAL,1 Rue Transversale,33138,LANTON,Propriétaire,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1734,52",0,0,44.704896,-1.033857,1 Rue Transversale 33138 Lanton,33229
05 Mobilité,S1764,CREON CRD-CE,Route de Camarsac,33670,CREON,Affectataire par la loi,1,0,,0,0,0,0,0,0,0,0,0,"17663,81","73,391","17663,81",0,"188075,86",0,0,0,0,0,"39197,74","38971,74",44.797459,-0.379553,Route de Camarsac 33670 Sadirac,33363
03 Collège et éducation,S1768,FLOIRAC CLG NELSON-MANDELA,20 Avenue de la Libération,33270,FLOIRAC,Propriétaire,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12417347,75","11100826,75",44.839051,-0.532532,Avenue de la Libération 33270 Floirac,33167
06 Performance de collectivité,S1769,BLAYE LOGT 4-CLOS-LAMARTINE,4 Clos Lamartine,33390,BLAYE,Locataire,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.130681,-0.658185,4 Clos Lamartine 33390 Blaye,33058
06 Performance de collectivité,S1772,BORDEAUX LOGT 51-COURS-PASTEUR,51 Cours Pasteur,33000,BORDEAUX,Locataire,1,0,,0,0,0,0,0,0,0,"6217,426",0,"2132,936",0,"8350,362",0,0,0,0,0,0,0,0,0,44.834037,-0.574639,51 Cours Pasteur 33000 Bordeaux,33063
08 Solidarité autonomie et santé,S1773,BORDEAUX PRE ARMAGNAC,60 Rue d'Armagnac,33800,BORDEAUX,Copropriétaire,1,1,0,0,0,"14,4160382184",0,0,"14,4160382184",0,0,0,"13247,33",0,"13247,33",0,0,0,"2094,2",0,0,"918,93","1518780,84","1316838,84",44.820942,-0.550146,60 Rue d'Armagnac 33800 Bordeaux,33063
03 Collège et éducation,S1776,HOURTIN CLG JULES-CHAMBRELENT,11 Rue de la Bouaille,33990,HOURTIN,Propriétaire,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1987,7","13434171,67","12215147,67",45.190533,-1.057988,11 Rue de la Bouaille 33990 Hourtin,33203
06 Performance de collectivité,S1777,BORDEAUX LOGT 88-RUE-CHEVALIER,88 Rue Chevalier,33000,BORDEAUX,Locataire,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.843783,-0.595496,88 Rue Chevalier 33000 Bordeaux,33063
08 Solidarité autonomie et santé,S1782,LORMONT VERCORS,1 Allée du Vercors,33310,LORMONT,Locataire,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"351,25","58,24","58,24",44.875567,-0.51985,1 Allée du Vercors 33310 Lormont,33249
08 Solidarité autonomie et santé,S1783,BRUGES PERM,87 Avenue Charles de Gaulle,33520,BRUGES,Locataire,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.881334,-0.61314,87 Avenue Charles de Gaulle 33520 Bruges,33075
08 Solidarité autonomie et santé,S1785,CANEJAN PERM,2 Chemin de Barbicadge,33610,CANEJAN,Locataire,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.763196,-0.653447,2 Chemin de Barbicadge 33610 Canéjan,33090
08 Solidarité autonomie et santé,S1786,TARGON PERM,20 RUE GRAND'RUE,33760,TARGON,Locataire,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.734117,-0.263718,20 Rue Grand'Rue 33760 Targon,33523
08 Solidarité autonomie et santé,S1787,CAUDROT PERM,15 Place des Tilleuls,33490,CAUDROT,Locataire,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.576757,-0.143041,15 Place des Tilleuls 33490 Caudrot,33111
08 Solidarité autonomie et santé,S1796,LA-TESTE-DE-BUCH AS LES-BOSQUETS,55 Impasse Les Bosquets,33260,LA TESTE DE BUCH,Copropriétaire,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"148,67",582000,562600,44.616962,-1.13929,55 Impasse du Bosquet 33260 La Teste-de-Buch,33529
08 Solidarité autonomie et santé,S1797,SAUVETERRE-DE-GUYENNE PERM,4 Rue des Martyrs de la Résistance,33540,SAUVETERRE DE GUYENNE,Locataire,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.694117,-0.082937,4 Rue des Martyrs de la Résistance et de la Déportation 33540 Sauveterre-de-Guyenne,33506
06 Performance de collectivité,S1807,HOSTENS MAISON-GAILLARDAN,GAILLARDAN,33125,HOSTENS,Propriétaire,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"57363,605",0,0,0,0,0,0,44.492962,-0.645551,Gaillardan 33125 Hostens,33202
03 Collège et éducation,S1808,MIOS CLG,Rue des Marguerites,33380,MIOS,Propriétaire,5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.610511,-0.920070,"Rue des Marguerites, 33380 Mios ",
