CD_DEPOT,LB_DEPOT,TYPE_DEPOT,LB_TYPE_DEPOT,COORD_TEL,COORD_FAX,COORD_MAIL,COORD_SITEWEB,ADR_L1,ADR_L2,ADR_L3,ADR_L4_NUM,ADR_L4_NUMEXT,ADR_L4_VOIE,ADR_L5,ADR_L6_CP,ADR_L6_COMM,INSEE_COMMUNE,CD_CANTON,RESPONSABLE,FL_DESSERVI,FL_INTERNET,NB_POSTEINT,NB_POSTEPUB,NB_MULT,ACCESS_HANDICAPES,H_DEB_MATIN_LUNDI,H_FIN_MATIN_LUNDI,H_DEB_APRM_LUNDI,H_FIN_APRM_LUNDI,H_DEB_MATIN_MARDI,H_FIN_MATIN_MARDI,H_DEB_APRM_MARDI,H_FIN_APRM_MARDI,H_DEB_MATIN_MERCREDI,H_FIN_MATIN_MERCREDI,H_DEB_APRM_MERCREDI,H_FIN_APRM_MERCREDI,H_DEB_MATIN_JEUDI,H_FIN_MATIN_JEUDI,H_DEB_APRM_JEUDI,H_FIN_APRM_JEUDI,H_DEB_MATIN_VENDREDI,H_FIN_MATIN_VENDREDI,H_DEB_APRM_VENDREDI,H_FIN_APRM_VENDREDI,H_DEB_MATIN_SAMEDI,H_FIN_MATIN_SAMEDI,H_DEB_APRM_SAMEDI,H_FIN_APRM_SAMEDI,H_DEB_MATIN_DIMANCHE,H_FIN_MATIN_DIMANCHE,H_DEB_APRM_DIMANCHE,H_FIN_APRM_DIMANCHE,latitude,longitude,result_label,result_score,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode
1783,Étauliers,9,,557647027,557645038,mairie.etauliers@wanadoo.fr,http//:www.etauliers.fr,BDP Étauliers,,,71,,RUE PRINCIPALE,,33820,ÉTAULIERS,33159,40,,Oui,1,1,,0,Accès aux personnes à mobilité réduite,,,,,,, 14h00, 18h30,,, 14h00, 18h30,,, 14h00, 18h30,,, 14h00, 18h30,,,,,,,,,45.224185,-0.573017,71 Rue Principale 33820 Étauliers,0.91,housenumber,ADRNIVX_0000000275929627,71,Rue Principale,,33820,Étauliers,"33, Gironde, Aquitaine",33159
1686,Blaye,5,,557422358,,biblio@blaye.fr,http://bm.blaye.fr,BDP Blaye,,,27,,COURS DE LA RÉPUBLIQUE,,33390,BLAYE,33058,7,,Oui,1,0,,0,Accès aux personnes à mobilité réduite,,,,,,, 13h00, 17h00,10h00, 12h30, 14h00, 18h00,,, 13h00, 17h00,,, 15h00, 18h00,10h00, 12h30, 14h00, 18h00,,,,,45.129359,-0.661675,27 Cours de la République 33390 Blaye,0.93,housenumber,ADRNIVX_0000000275955594,27,Cours de la République,,33390,Blaye,"33, Gironde, Aquitaine",33058
1980,Croignon,13,,556230686,,pointlecture.croignon@orange.fr,http://www.croignon.fr/,BDP Croignon,,MAIRIE,2,,RUE MAIRIE,,33740,CROIGNON,33141,23,,Oui,1,0,,0,accès aux personnes à mobilité réduite,,,,,,,,,10h00, 12h00, 14h00, 18h00,,,,,,,,,10h00, 12h00,,,,,,,,,,,,,,,,,,,
1732,Saint-Seurin-de-Cursac,8,,557420851,557429375,bibliothequestseurindecursac@gmail.com,,BDP Saint-Seurin-de-Cursac,,,25,,ROUTE DE L'ÉGLISE,,33390,SAINT SEURIN DE CURSAC,33477,7,,Oui,1,0,,0,,10h00, 12h30,,,10h30, 12h30,,,,, 14h00, 18h00,,, 14h00, 18h00,,, 14h00, 18h30,,,,,,,,,45.16079,-0.627768,Route de l'Église 33390 Saint-Seurin-de-Cursac,0.85,street,33477_0035_faf5ba,,Route de l'Église,,33390,Saint-Seurin-de-Cursac,"33, Gironde, Aquitaine",33477
1532,Montagne,27,,557552100,557552101,accueil.courrier@mairie-montagne.com,,BDP Montagne,,MAIRIE,,B,,,33570,MONTAGNE,33290,31,ALPHONSE Evelyne,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.908525,-0.097226,Binet 33570 Montagne,0.64,locality,33290_B028_7132a3,,Binet,,33570,Montagne,"33, Gironde, Aquitaine",33290
1480,Pellegrue,10,,556618951,556613977,mediatheque.pellegrue@wanadoo.fr,,BDP Pellegrue,,,10,,PLACE DU 8 MAI 1945,,33790,PELLEGRUE,33316,34,,Oui,1,2,,0,,,,,,09h00, 12h30, 14h00, 18h00,09h00, 12h30, 14h00, 18h30,,,,,,, 14h00, 18h00,09h00, 12h00,,,,,,,44.74346,0.075819,8 Place du Huit Mai 1945 33790 Pellegrue,0.75,housenumber,ADRNIVX_0000000353978535,8,Place du Huit Mai 1945,,33790,Pellegrue,"33, Gironde, Aquitaine",33316
1104,Saint Médard en Jalles,32,,557931850,557931860,bibliotheque@saint-medard-en-jalles.fr,http://mediatheque.carredesjalles.org,BDP Saint Médard en Jalles,,,,,PLACE DE LA RÉPUBLIQUE,,33160,SAINT MÉDARD EN JALLES,33449,63,,Non,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.893791,-0.715027,Place de la République 33160 Saint-Médard-en-Jalles,0.93,street,33449_0981_584aa1,,Place de la République,,33160,Saint-Médard-en-Jalles,"33, Gironde, Aquitaine",33449
1504,Les Artigues-de-Lussac,27,,,,bibliothequeadl@free.fr,,BDP Les Artigues-de-Lussac,,,390,,RUE JEAN TROCARD,,33570,LES ARTIGUES DE LUSSAC,33014,31,,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.971459,-0.140553,390 Rue Jean Trocard 33570 Les Artigues-de-Lussac,0.91,housenumber,ADRNIVX_0000000311878560,390,Rue Jean Trocard,,33570,Les Artigues-de-Lussac,"33, Gironde, Aquitaine",33014
1392,La Brède,16,,556209458,,bibli.labrede@orange.fr,,BDP La Brède,,,18,,RUE MONTESQUIEU,,33650,LA BRÈDE,33213,27,,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,, 16h30, 18h30,,,,,10h00, 12h00, 15h00, 18h00,,,,,,,,,10h00, 12h00, 16h00, 18h00,,,,,44.680412,-0.528667,18 Rue Montesquieu 33650 La Brède,0.92,housenumber,ADRNIVX_0000000324890406,18,Rue Montesquieu,,33650,La Brède,"33, Gironde, Aquitaine",33213
1834,Artigues-près-Bordeaux,5,,556338690,556338699,gabrielamistral@mediatheque-artigues.com,http://www.mediatheque-artigues.com,BDP Artigues-près-Bordeaux,,,,,ALLÉE BÉTAILHE,,33370,ARTIGUES PRÈS BORDEAUX,33013,55,,Oui,1,7,,7,Accès aux personnes à mobilité réduite,,,,,,, 15h00, 19h00,10h00, 12h00, 14h00, 18h00,,,,,,, 14h00, 18h00,10h00, 12h00, 12h00, 17h00,,,,,44.861217,-0.498453,Bétail 33370 Artigues-près-Bordeaux,0.7,locality,33013_B005_3f6bca,,Bétail,,33370,Artigues-près-Bordeaux,"33, Gironde, Aquitaine",33013
1161,Castets-en-Dorthe,9,,556623986,556627606,bibliotheque-castets@cc-paysdelangon.fr,http://www.bibliotheques-paysdelangon.net,BDP Castets-en-Dorthe,,MAIRIE,31,,GRAND RUE,,33210,CASTETS EN DORTHE,33106,28,LEFRERE Alice,Oui,1,0,,0,,10h00, 11h30,,,,, 16h00, 18h30,,, 14h00, 17h30,,,,,,, 16h00, 19h00,,,,,,,,,44.561646,-0.152871,31 Grand-Rue 33210 Castets-en-Dorthe,0.91,housenumber,ADRNIVX_0000000276580947,31,Grand-Rue,,33210,Castets-en-Dorthe,"33, Gironde, Aquitaine",33106
1701,Saint-Christoly-de-Blaye,15,,557427449,557424147,bibliotheque.stchristolydeblaye@orange.fr,,BDP Saint-Christoly-de-Blaye,,,1,,PLACE DE L'ÉGLISE,,33920,SAINT CHRISTOLY DE BLAYE,33382,44,,Oui,1,1,,0,,,,,,,,,,10h00, 12h00, 14h00, 17h00,,,,,,, 15h00, 17h00,10h00, 12h00,,,,,,,45.13028,-0.509074,1 Place de l'Église 33920 Saint-Christoly-de-Blaye,0.91,housenumber,ADRNIVX_0000000275957066,1,Place de l'Église,,33920,Saint-Christoly-de-Blaye,"33, Gironde, Aquitaine",33382
1533,Tabanac,21,,,,bibliotheque-tabanac@voila.fr,,BDP Tabanac,,,,,ECOLE,,33550,TABANAC,33518,23,,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,, 17h00, 18h30,,,,,,, 16h30, 18h30,10h00, 12h00,,,,,,,44.73616,-0.409234,Le Capon 33550 Tabanac,0.57,locality,33518_XXXX_390e7b,,Le Capon,,33550,Tabanac,"33, Gironde, Aquitaine",33518
1694,Saint-Ciers-de-Canesse,14,,557649140,557649417,mairie-de-st-ciers-de-canesse@wanadoo.fr,,BDP Saint-Ciers-de-Canesse,,,8,,BERBILLOT,,33710,SAINT CIERS DE CANESSE,33388,15,,Oui,0,0,,2,Accès aux personnes à mobilité réduite,,,,,,,,,,,,,,,,,,, 16h00, 18h00,,,,,,,,,45.086284,-0.61105,Berbillot 33710 Saint-Ciers-de-Canesse,0.86,locality,33388_B014_b825e0,,Berbillot,,33710,Saint-Ciers-de-Canesse,"33, Gironde, Aquitaine",33388
1156,Barsac,16,,556274512,,francois.laffeychine@cc-podensac.fr,http://bibliblog.free.fr,BDP Barsac,,,,,PARC DE MONTALIVET,,33720,BARSAC,33030,36,,Oui,0,0,,0,Non accessible aux personnes à mobilité réduite,,, 16h15, 17h15,,,,,09h00, 12h00, 14h30, 18h00,,, 16h30, 17h30,,, 16h00, 17h30,09h30, 12h00,,,,,,,44.60719,-0.316502,Rue de Montalivet 33720 Barsac,0.72,street,33030_0048_cbbd07,,Rue de Montalivet,,33720,Barsac,"33, Gironde, Aquitaine",33030
1766,Saumos,19,,,,byblos.saumos@laposte.net,,BDP Saumos,,MAIRIE,,B,,,33680,SAUMOS,33503,20,LABORDE Jacqueline,Oui,0,0,,0,,,,,,,,,,,, 15h00, 17h00,,,,,,,,,,, 15h00, 17h00,,,,,44.908511,-1.028203,Le Grand Bos 33680 Saumos,0.44,locality,33503_B011_339dbb,,Le Grand Bos,,33680,Saumos,"33, Gironde, Aquitaine",33503
1194,Sauveterre-de-Guyenne,9,,556718835,556715939,bmsauveterre@orange.fr,http://www.sauveterre-de-guyenne.eu/Bibliotheque-Municipale/,BDP Sauveterre-de-Guyenne,,MAIRIE,28,,PLACE DE LA RÉPUBLIQUE,,33540,SAUVETERRE DE GUYENNE,33506,47,MARY Sophie,Oui,0,0,,0,,,,,,10h00, 12h00,,,,, 14h00, 19h00,,,,,,,,,10h00, 12h00, 15h00, 17h00,,,,,44.692887,-0.086192,Place de la République 33540 Sauveterre-de-Guyenne,0.87,street,33506_0073_691273,,Place de la République,,33540,Sauveterre-de-Guyenne,"33, Gironde, Aquitaine",33506
1643,Saint-Christophe-des-Bardes,14,,557243832,557246892,bib@juridiction-saint-emilion.org,,BDP Saint-Christophe-des-Bardes,,,8,,LE BOURG,,33330,SAINT CHRISTOPHE DES BARDES,33384,31,,Oui,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.896097,-0.123884,8 Le Bourg 33330 Saint-Christophe-des-Bardes,0.91,housenumber,ADRNIVX_0000000276151368,8,Le Bourg,,33330,Saint-Christophe-des-Bardes,"33, Gironde, Aquitaine",33384
1003,Belin-Béliet,22,,556881982,556881525,bibliotheque.alienor@wanadoo.fr,http://www.belin-beliet.fr/index.php/content/view/371/470/,BDP Belin-Béliet,,,29,,AVENUE ALIÉNOR,,33830,BELIN BÉLIET,33042,5,,Oui,1,0,,0,Accès aux personnes à mobilité réduite,,, 16h30, 18h30,,,,,10h00, 12h00, 13h00, 17h00,,,,,,, 15h00, 17h00,10h00, 12h00, 13h30, 17h00,,,,,44.494002,-0.791381,29 Avenue Aliénor 33830 Belin-Béliet,0.93,housenumber,ADRNIVX_0000000276598452,29,Avenue Aliénor,,33830,Belin-Béliet,"33, Gironde, Aquitaine",33042
1679,Andernos-les-Bains,6,,556039393,556039394,mediatheque.andernoslesbains@gmail.com,http://www.bmandernos.cassioweb.com,BDP Andernos-les-Bains,,,,,PARC DU BROUSTIC,,33510,ANDERNOS LES BAINS,33005,2,,Oui,1,5,,0,Accès aux personnes à mobilité réduite,,, 14h30, 17h30,,, 14h30, 17h30,10h00, 12h00, 14h30, 17h30,,, 14h30, 17h30,10h00, 12h00, 14h30, 17h30,10h00, 12h00, 14h30, 17h30,,,,,44.746127,-1.09551,Avenue du Broustic 33510 Andernos-les-Bains,0.72,street,33005_0108_f525be,,Avenue du Broustic,,33510,Andernos-les-Bains,"33, Gironde, Aquitaine",33005
1500,Saint-Michel-de-Fronsac,26,,557249823,557249824,mairie.st-michel-fronsac@wanadoo.fr,,BDP Saint-Michel-de-Fronsac,,MAIRIE,,,LE BOURG,,33126,SAINT MICHEL DE FRONSAC,33451,24,Besson Jacques,Oui,0,0,,0,,,, 13h30, 15h00,,,,,,,,,,,,,,,,,,,,,,,,,44.929563,-0.302156,Le Bourg 33126 Saint-Michel-de-Fronsac,0.91,locality,33451_B013_35a625,,Le Bourg,,33126,Saint-Michel-de-Fronsac,"33, Gironde, Aquitaine",33451
1789,Saint-Palais,13,,557326158,557326663,mairie.st.palais33@wanadoo.fr,,BDP Saint-Palais,,,16,,LE BOURG,,33820,SAINT PALAIS,33456,40,,Oui,0,1,,2,,10h00, 12h00, 14h00, 18h00,10h00, 12h00, 14h00, 18h00,10h00, 12h00, 14h00, 18h00,10h00, 12h00, 14h00, 18h00,,,,,,,,,,,,,45.314344,-0.593629,16 Le Bourg 33820 Saint-Palais,0.91,housenumber,ADRNIVX_0000000275913323,16,Le Bourg,,33820,Saint-Palais,"33, Gironde, Aquitaine",33456
1622,Lacanau Ville,10,,557170810,556263516,biblio.ocean@mairie-lacanau.fr,,BDP Lacanau Ville,,,8,,AVENUE DE LA LIBÉRATION,,33680,LACANAU,33214,20,,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,, 16h00, 18h30,,, 16h00, 18h30,,,,,,, 16h00, 18h30,10h00, 12h30,,,,,,,44.978173,-1.07823,8 Avenue de la Libération 33680 Lacanau,0.91,housenumber,ADRNIVX_0000000354007749,8,Avenue de la Libération,,33680,Lacanau,"33, Gironde, Aquitaine",33214
1516,Arveyres,21,,557248014,,pointlecturearveyres@orange.fr,,BDP Arveyres,,,8,,RUE DE L'ÉGLISE,,33500,ARVEYRES,33015,30,,Oui,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.88471,-0.284263,8 Rue de l'Église 33500 Arveyres,0.91,housenumber,ADRNIVX_0000000276167823,8,Rue de l'Église,,33500,Arveyres,"33, Gironde, Aquitaine",33015
1998,Martignas-sur-Jalle,18,,557979123,557979120,bibliotheque@ville-martignas.fr,www.ville-martignas.fr,BDP Martignas-sur-Jalle,,,9,,AVENUE DE LA RÉPUBLIQUE,,33127,MARTIGNAS SUR JALLE,33273,98,,Oui,1,1,,0,Accès aux personnes à mobilité réduite,,,,,,, 13h00, 14h30,,, 14h00, 18h00,,, 15h30, 18h00,,, 15h30, 18h00,10h00, 12h30,,,,,,,44.839471,-0.774906,9 Avenue de la République 33127 Martignas-sur-Jalle,0.91,housenumber,ADRNIVX_0000000311846572,9,Avenue de la République,,33127,Martignas-sur-Jalle,"33, Gironde, Aquitaine",33273
10214,Lacanau,0,,,,,,BDP Lacanau,,,,,,,,,33214,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,Pompignac,16,,556728112,,biblio-mairie-pompignac@orange.fr,http://www.pompignac.fr/index.php?option=com_content&view=category&layout=blog&id=67&Itemid=169,BDP Pompignac,,MAIRIE,,,ESPACE ARTS ET LOISIRS,,33370,POMPIGNAC,33330,23,DEJEAN Marie-Agnès,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,, 16h00, 18h30,,, 15h30, 17h30,10h30, 12h00,,,,,,,10h30, 12h00,,,,,,,,,,,,,,,,,,,
1796,Preignac,16,,556632739,556638028,valerie.mery@cc-podensac.fr,,BDP Preignac,,CDC PODENSAC-PRIMEVER ,12,,RUE DU MARÉCHAL LECLERC DE HAUTECLOCQUE,,33720,PODENSAC,33337,36,MERY Valérie,Oui,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,Reignac,9,,557324022,557324991,biblidereignac@laposte.net,,BDP Reignac,,MAIRIE,,B,,,33860,REIGNAC,33351,40,LE MOAL Marina,Oui,1,0,,0,Accès aux personnes à mobilité réduite,,, 14h00, 16h00,,,,,09h00, 12h00,,,,,,,,,,,09h00, 12h00,,,,,,,45.218725,-0.485172,Furet 33860 Reignac,0.62,locality,33351_B126_ea8a6b,,Furet,,33860,Reignac,"33, Gironde, Aquitaine",33351
1977,Origne,25,,556257485,556258371,,,BDP Origne,,MAIRIE,,B,,,33113,ORIGNE,,45,PERRODIN Béatrice,Non,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.497063,-0.513224,Liot 33113 Origne,0.64,locality,33310_B048_f0dfc3,,Liot,,33113,Origne,"33, Gironde, Aquitaine",33310
1491,Saint Michel Rieufret,26,,556625225,556624867,marion.roche@cc-podensac.fr,,BDP Saint Michel Rieufret,,CDC PODENSAC-PRIMEVER ,12,,RUE DU MARÉCHAL LECLERC DE HAUTECLOCQUE,,33720,PODENSAC,33452,36,SEGUIN Rolande,Oui,0,0,,0,,,,,,,,,,,, 14h00, 18h00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,Fontet,26,,556710312,556710482,denis.galman@sfr.fr,,BDP Fontet,,,17,,BOURG OUEST,,33190,FONTET,33170,38,,Oui,0,0,,0,,,,,,,,,,,,,,,, 16h30, 18h45,,,,,,,,,,,,,44.558809,-0.034865,17 Le Bourg Ouest 33190 Fontet,0.82,housenumber,ADRNIVX_0000000276584214,17,Le Bourg Ouest,,33190,Fontet,"33, Gironde, Aquitaine",33170
1982,Fronsac,21,,557511320,557516035,mairie.fronsac@wanadoo.fr,,BDP Fronsac,,MAIRIE,8,,AVENUE DU GÉNÉRAL DE GAULLE,,33126,FRONSAC,33174,24,FLECHARD Michel,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,, 14h30, 17h00,,,,,,, 16h30, 18h30,,,,,,,,,44.924241,-0.27189,8 Rue du Général de Gaulle 33126 Fronsac,0.78,housenumber,ADRNIVX_0000000276100679,8,Rue du Général de Gaulle,,33126,Fronsac,"33, Gironde, Aquitaine",33174
2001,Blanquefort,32,,556574840,556574846,mediatheque@ville-blanquefort.fr,http://mediatheque.ville-blanquefort.fr/,BDP Blanquefort,,,4,,RUE DU DOCTEUR CASTÉRA,,33290,BLANQUEFORT,33056,6,,Non,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.910392,-0.633511,4 Rue du Docteur Castéra 33290 Blanquefort,0.92,housenumber,ADRNIVX_0000000276105483,4,Rue du Docteur Castéra,,33290,Blanquefort,"33, Gironde, Aquitaine",33056
1731,Saint-Denis-de-Pile,11,,557551945,557746142,bibliotheque@mairie-saintdenisdepile.fr,,BDP Saint-Denis-de-Pile,,,37,,ROUTE DE PARIS,,33910,SAINT DENIS DE PILE,33393,26,,Oui,1,2,,2,,,,,,,, 14h30, 18h00,09h00, 12h30, 14h30, 18h00,,, 14h30, 18h00,,, 14h30, 18h00,10h00, 12h00, 14h00, 16h30,,,,,44.992272,-0.205313,37 Route de Paris 33910 Saint-Denis-de-Pile,0.91,housenumber,ADRNIVX_0000000336594233,37,Route de Paris,,33910,Saint-Denis-de-Pile,"33, Gironde, Aquitaine",33393
1499,Guillos,25,,557985214,,marion.roche@cc-podensac.fr,http://bibliblog.free.fr,BDP Guillos,,,,,HÔTEL DE VILLE,,33720,GUILLOS,33197,36,,Oui,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.567789,-0.537087,Le Hil 33720 Guillos,0.53,locality,33197_B051_228066,,Le Hil,,33720,Guillos,"33, Gironde, Aquitaine",33197
1981,Villandraut,20,,556253141,,edouard.mireille@orange.fr,,BDP Villandraut,,,,,RUE EUGÈNE FAIVRE,,33730,VILLANDRAUT,,50,,Oui,0,0,,0,,,,,,,,,,,, 16h00, 18h00,,,,,,, 16h30, 18h30,10h00, 12h00,,,,,,,44.457956,-0.373611,Rue Eugène Faivre 33730 Villandraut,0.92,street,33547_XXXX_7193cb,,Rue Eugène Faivre,,33730,Villandraut,"33, Gironde, Aquitaine",33547
1741,Les Billaux,14,,557512876,557514679,mairie.lesbillaux@wanadoo.fr,,BDP Les Billaux,,,2,,RUE DU BOCAGE,,33500,LES BILLAUX,33052,30,,Oui,0,0,,0,Accès au personnes à mobilité réduite,,,,,,,,,10h00, 12h00, 17h00, 19h00,,, 14h00, 16h00,,,,,10h30, 12h30,,,,,,,44.954115,-0.23844,Rue du Bocage 33500 Les Billaux,0.85,street,33052_0080_e7e8e6,,Rue du Bocage,,33500,Les Billaux,"33, Gironde, Aquitaine",33052
1720,Salleboeuf,9,,556783526,556683370,mediatheque.salleboeuf@gmail.com,,BDP Salleboeuf,,,3,,AVENUE DE LA TOUR,,33370,SALLEBOEUF,33496,23,,Oui,1,2,,0,Accès aux personnes à mobilité réduite,,,,,,, 16h00, 18h00,10h00, 12h00, 15h00, 18h00,,,,,,, 16h00, 17h00,09h00, 12h00,,,,,,,44.843639,-0.397243,3 Avenue de la Tour 33370 Sallebœuf,0.91,housenumber,ADRNIVX_0000000276259661,3,Avenue de la Tour,,33370,Sallebœuf,"33, Gironde, Aquitaine",33496
1594,Marcenais,26,,557687014,557680454,marcenais.mairie@wanadoo.fr,,BDP Marcenais,,MAIRIE,,B,,,33620,MARCENAIS,33266,44,MASSIAS Alain,Non,0,0,,0,Accès aux personnes à mobilité réduite,08h30, 12h00,,,,, 15h30, 17h00,,,,,08h30, 12h00,,,,,,,08h30, 12h00,,,,,,,45.068199,-0.33491,Vinet 33620 Marcenais,0.65,locality,33266_B071_ff04e4,,Vinet,,33620,Marcenais,"33, Gironde, Aquitaine",33266
1198,Toulenne,16,,556635670,,bibliotheque-toulenne@cc-paysdelangon.fr,http://www.bibliotheques-paysdelangon.net,BDP Toulenne,,,30,,RUE DE VINCENNES,,33210,TOULENNE,33533,28,,Oui,1,5,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,, 14h00, 19h00,,,,,,, 15h00, 17h30,,, 14h00, 16h30,,,,,44.557649,-0.268819,30 Rue de Vincennes 33210 Toulenne,0.91,housenumber,ADRNIVX_0000000311836353,30,Rue de Vincennes,,33210,Toulenne,"33, Gironde, Aquitaine",33533
