objectid,entite,thematique,categorie,typologie,statut,nom,adresse,cp,commune,telephone,email,web,type_erp,nature_exploitation_erp,categorie_erp,effectif_admissible_erp,capacite_accueil_erp,unite_capacite_accueil_erp,nom_responsable,fonction_responsable,id_accessibilite,x,y,id_commune,id_thematique,id_sig,quartier,shape
308,Enseignement supérieur,Enseignement,Enseignement supérieur,Etablissement d'enseignement supérieur,Privé,Lycée Blanche de Castille,1 Avenue de la Bretèche,78150,Le Chesnay,01 39 23 14 30,b2c@blanche-de-castille.fr,http://www.blanche-de-castille.fr/,R,Établissement d'enseignement et de formation,,,100,,nr,nr,,636260.4123,6859189.0082,CHE,ENS,CHE_ENS_1570,Non renseigné,
309,Enseignement supérieur,Enseignement,Enseignement supérieur,Etablissement d'enseignement supérieur,Public,Lycée militaire de Saint-Cyr,2 Avenue Jean Jaurès,78210,Saint-Cyr-l'Ecole,01 30 85 88 05,bureau-eleves.lm-st-cyr@terre-net.defense.gouv.fr,http://www.lm-st-cyr.fr/,R,Établissement d'enseignement et de formation,,,750,,nr,nr,,631420.3174,6855964.9456,CYR,ENS,CYR_ENS_1571,Non renseigné,
310,Enseignement supérieur,Enseignement,Enseignement supérieur,Etablissement d'enseignement supérieur,Privé,CFA des Métiers de l'Arien,Aérodrome de Toussus-le-Noble,78117,Toussus-le-Noble,06 82 43 39 26,president@aeroclub-jousse.fr,http://www.aeroclub-jousse.fr/,R,Établissement d'enseignement et de formation,,,75,,nr,nr,,635076.8099,6850492.5958,TOU,ENS,TOU_ENS_1572,Non renseigné,
311,Enseignement supérieur,Enseignement,Enseignement supérieur,Etablissement d'enseignement supérieur,Public,Institut des Sciences et Techniques des Yvelines (ISTY) - Institut Universitaire de Technologie (IUT) de Velizy,10-12 Avenue de l'Europe,78140,Vélizy-Villacoublay,01 39 25 38 50,nr,"http://www.isty.uvsq.fr/ ; http://www.iut-velizy.uvsq.fr/",R,Établissement d'enseignement et de formation,,,1582,,nr,nr,,642560.385,6853813.5327,VEL,ENS,VEL_ENS_1573,Non renseigné,
312,Enseignement supérieur,Enseignement,Enseignement supérieur,Etablissement d'enseignement supérieur,Privé,Centre d'action culturelle C3M,3 Rue des Missionnaires,78000,Versailles,01 39 51 01 27,c3m.octroi@wanadoo.fr,http://www.c3m-octroi.com/,R,Établissement d'enseignement et de formation,,,,,nr,nr,,636000.9741,6857358.3253,VER,ENS,VER_ENS_1574,Notre-Dame,
313,Enseignement supérieur,Enseignement,Enseignement supérieur,Etablissement d'enseignement supérieur,Privé,Centre de Formation Professionnelle (CFP) Saint-Vincent-de-Paul,44 Avenue de Saint-Cloud,78000,Versailles,01 30 21 42 03,responsable-cfp@lpstvincent.org,http://cfp.lpstvincent.org/,R,Établissement d'enseignement et de formation,,,40,,nr,nr,,636469.1939,6856435.1168,VER,ENS,VER_ENS_1575,Notre-Dame,
314,Enseignement supérieur,Enseignement,Enseignement supérieur,Etablissement d'enseignement supérieur,Public,Conservatoire National des Arts et Métiers (CNAM),29 Rue Maréchal Joffre,78000,Versailles,01 39 07 13 13,versailles@cnam-iledefrance.fr,http://www.cnam-versailles.fr/,R,Établissement d'enseignement et de formation,,,630,,nr,nr,,635432.2827,6855280.0913,VER,ENS,VER_ENS_1576,Saint-Louis,
315,Enseignement supérieur,Enseignement,Enseignement supérieur,Etablissement d'enseignement supérieur,Privé,Ecole Européenne d'Intelligence Economique (EEIE),7 Rue des Réservoirs,78000,Versailles,01 78 52 14 21,contact@eeie.fr,http://www.eeie.fr/,R,Établissement d'enseignement et de formation,,,36,,nr,nr,,635651.8139,6856698.618,VER,ENS,VER_ENS_1577,Notre-Dame,
316,Enseignement supérieur,Enseignement,Enseignement supérieur,Etablissement d'enseignement supérieur,Public,Ecole Nationale Supérieure d'Architecture de Versailles (ENSA-V),5 Avenue de Sceaux,78000,Versailles,01 39 07 40 00,ensav@versailles.archi.fr,http://www.versailles.archi.fr/,R,Établissement d'enseignement et de formation,,,1187,,Vincent MICHEL,Directeur,,635872.5664,6856012.4862,VER,ENS,VER_ENS_1578,Saint-Louis,
317,Enseignement supérieur,Enseignement,Enseignement supérieur,Etablissement d'enseignement supérieur,Public,Ecole Nationale Supérieure de Paysage (ENSP) Versailles-Marseille,10 Rue Maréchal Joffre,78000,Versailles,01 39 24 62 00,accueil@ecole-paysage.fr,http://www.ecole-paysage.fr/,R,Établissement d'enseignement et de formation,,,377,,nr,nr,,635642.7595,6855784.2112,VER,ENS,VER_ENS_1579,Saint-Louis,
318,Enseignement supérieur,Enseignement,Enseignement supérieur,Etablissement d'enseignement supérieur,Privé,Institut Commercial Supérieur (ICS) Jean-Baptiste Say,4 Rue Saint-Fiacre,78000,Versailles,01 39 50 14 20,info@jbsay.com,http://www.jbsay.com/,R,Établissement d'enseignement et de formation,,,,,nr,nr,,637294.1715,6856306.2207,VER,ENS,VER_ENS_1580,Montreuil,
319,Enseignement supérieur,Enseignement,Enseignement supérieur,Etablissement d'enseignement supérieur,Public,Institut de Formation en Soins Infirmiers (IFSI) - Institut de Formation Aide-soignant (IFAS),25 Boulevard Saint-Antoine,78000,Versailles,01 39 63 93 38,ifsisecgen@ch-versailles.fr,http://www.ch-versailles.fr/,R,Établissement d'enseignement et de formation,,,97,,nr,nr,,635673.4409,6857773.777,VER,ENS,VER_ENS_1581,Notre-Dame,
320,Enseignement supérieur,Enseignement,Enseignement supérieur,Etablissement d'enseignement supérieur,Public,Institut de Formation Sociale des Yvelines (IFSY),27 Boulevard Saint-Antoine,78000,Versailles,01 39 23 15 50,ifsy@yvelines.fr,https://www.yvelines.fr/ifsy/,R,Établissement d'enseignement et de formation,,,150,,nr,nr,,635641.4258,6857792.052,VER,ENS,VER_ENS_1582,Notre-Dame,
321,Enseignement supérieur,Enseignement,Enseignement supérieur,Etablissement d'enseignement supérieur,Privé,"Institut Supérieur International du Parfum, de la Cosmétique et de l'Aromatique alimentaire (ISIPCA)",34-36 Rue du Parc de Clagny,78000,Versailles,01 39 23 70 00,info@isipca.fr,https://www.isipca.fr/,R,Établissement d'enseignement et de formation,,,454,,Consulaire,nr,,636961.8817,6857755.8997,VER,ENS,VER_ENS_1583,Clagny-Glatigny,
322,Enseignement supérieur,Enseignement,Enseignement supérieur,Etablissement d'enseignement supérieur,Public,Lycée Hoche,73 Avenue de Saint-Cloud,78000,Versailles,01 30 84 08 50,cpge.0782562L@ac-versailles.fr,http://www.lyc-hoche-versailles.ac-versailles.fr/,R,Établissement d'enseignement et de formation,,,744,,nr,nr,,636609.2452,6856529.6743,VER,ENS,VER_ENS_1584,Notre-Dame,
323,Enseignement supérieur,Enseignement,Enseignement supérieur,Etablissement d'enseignement supérieur,Public,Lycéee La Bruyère,31 Avenue de Paris,78000,Versailles,01 39 50 04 37,0782563m@ac-versailles.fr,http://www.lyc-labruyere-versailles.ac-versailles.fr/,R,Établissement d'enseignement et de formation,,,280,,nr,nr,,636654.9019,6855961.2441,VER,ENS,VER_ENS_1585,Montreuil,
324,Enseignement supérieur,Enseignement,Enseignement supérieur,Etablissement d'enseignement supérieur,Privé,Lycéee les Châtaigniers,11 B Avenue Jean Jaurès,78000,Versailles,01 39 55 95 04,lycee.les-chataigniers@wanadoo.fr,http://www.leschataigniers.com/,R,Établissement d'enseignement et de formation,,,64,,nr,nr,,637168.336,6857759.456,VER,ENS,VER_ENS_1586,Clagny-Glatigny,
325,Enseignement supérieur,Enseignement,Enseignement supérieur,Etablissement d'enseignement supérieur,Public,Lycéee Marie-Curie,70 Avenue de Paris,78000,Versailles,01 39 24 13 70,0782567s@ac-versailles.fr,http://www.lyc-curie-versailles.ac-versailles.fr/,R,Établissement d'enseignement et de formation,,,1620,,nr,nr,,636995.9674,6855723.6742,VER,ENS,VER_ENS_1587,Chantiers,
326,Enseignement supérieur,Enseignement,Enseignement supérieur,Etablissement d'enseignement supérieur,Privé,Lycéee Notre-Dame-du-Grandchamp,97 Rue Royale,78000,Versailles,01 39 24 12 80,nr,http://www.grandchamp-sup.fr/,R,Établissement d'enseignement et de formation,,,1200,,nr,nr,,635647.2558,6855163.4768,VER,ENS,VER_ENS_1588,Saint-Louis,
327,Enseignement supérieur,Enseignement,Enseignement supérieur,Etablissement d'enseignement supérieur,Public,Lycéee polyvalent régional Jules-Ferry Versailles,29 Rue Maréchal Joffre,78000,Versailles,01 39 20 11 60,0782565p@ac-versailles.fr,http://www.lyc-ferry.ac-versailles.fr/,R,Établissement d'enseignement et de formation,,,700,,nr,nr,,635446.3458,6855311.1978,VER,ENS,VER_ENS_1589,Saint-Louis,
328,Enseignement supérieur,Enseignement,Enseignement supérieur,Etablissement d'enseignement supérieur,Privé,Lycéee Sainte-Geneviève,2 Rue de l'École des Postes,78000,Versailles,01 30 84 46 56,admissions@bginette.fr,http://www.bginette.com/,R,Établissement d'enseignement et de formation,,,875,,nr,nr,,637957.5226,6856291.2063,VER,ENS,VER_ENS_1590,Montreuil,
329,Enseignement supérieur,Enseignement,Enseignement supérieur,Etablissement d'enseignement supérieur,Privé,Prépa Climax,7 Rue Jean Mermoz,78000,Versailles,01 39 50 17 94,contact@prepa-climax.com,http://www.prepa-climax.com/,R,Établissement d'enseignement et de formation,,,156,,nr,nr,,637061.9674,6855557.2844,VER,ENS,VER_ENS_1591,Chantiers,
330,Enseignement supérieur,Enseignement,Enseignement supérieur,Etablissement d'enseignement supérieur,Privé,Studium de Versailles,16 Rue Monseigneur Gibier,78000,Versailles,01 30 97 67 99,nr,http://www.seminairedeversailles.fr/,R,Établissement d'enseignement et de formation,,,17,,nr,nr,,635634.8944,6855161.6918,VER,ENS,VER_ENS_1592,Saint-Louis,
331,Enseignement supérieur,Enseignement,Enseignement supérieur,Etablissement d'enseignement supérieur,Public,Unité de Formation et de Recherche (UFR) des Sciences,45 Avenue des États-Unis,78000,Versailles,01 39 25 41 12,inscriptionsciences@sympa.uvsq.fr,http://www.sciences.uvsq.fr/,R,Établissement d'enseignement et de formation,,,3500,,nr,nr,,637506.8127,6857030.0053,VER,ENS,VER_ENS_1593,Clagny-Glatigny,
332,Enseignement supérieur,Enseignement,Enseignement supérieur,Etablissement d'enseignement supérieur,Privé,Haute Ecole des Avocats Conseils (HEDAC),187 Avenue du Général Leclerc,78220,Viroflay,01 39 51 38 20,contact@hedac.fr,http://www.hedac.fr/,R,Établissement d'enseignement et de formation,,,400,,nr,nr,,638371.8359,6855867.8421,VIR,ENS,VIR_ENS_1594,Non renseigné,
333,Halte-garderie,Petite enfance,Structure d'accueil Petite Enfance,Établissements d’éveil,Privé,Halte-garderie Association familiale Galipette et Ribambelle,43 T Grand Rue,78870,Bailly,01 34 62 02 44,galipette.ribambelle@orange.fr,http://www.mairie-bailly.fr/petite_enfance.aspx,R,"Crèche, école maternelle, halte-garderie, jardin d'enfants",,,26,,Geneviève Louvet,Responsable,,632443.6482,6860649.3205,BAI,PEN,BAI_PEN_1595,Non renseigné,
334,Halte-garderie,Petite enfance,Structure d'accueil Petite Enfance,Établissements d’éveil,Public,Halte-garderie La Maison des petits,18 Rue du Peintre Gérôme,78380,Bougival,01 30 45 17 28,nr,nr,R,"Crèche, école maternelle, halte-garderie, jardin d'enfants",,,18,,nr,nr,,636452.7296,6863204.082,BOU,PEN,BOU_PEN_1596,Non renseigné,
335,Halte-garderie,Petite enfance,Structure d'accueil Petite Enfance,Établissements d’éveil,Public,Halte-garderie de Jouy-en-Josas,Place de la Marne,78350,Jouy-en-Josas,01 39 20 11 12,nr,nr,R,"Crèche, école maternelle, halte-garderie, jardin d'enfants",,,20,,nr,nr,,638802.2876,6852058.0471,JOU,PEN,JOU_PEN_1597,Non renseigné,
336,Halte-garderie,Petite enfance,Structure d'accueil Petite Enfance,Établissements d’éveil,Public,Halte-garderie Les Petits Lapins,24 B Rue André le Bourblanc,78590,Noisy-le-Roi,01 34 62 13 13,nr,nr,R,"Crèche, école maternelle, halte-garderie, jardin d'enfants",,,20,,Christel Moreau,Directrice,,631365.1445,6860848.9387,NOI,PEN,NOI_PEN_1598,Non renseigné,
337,Halte-garderie,Petite enfance,Structure d'accueil Petite Enfance,Établissements d’éveil,Public,Halte-garderie La Fontaine aux Lutins,22 Avenue du Colonel Fabien,78210,Saint-Cyr-l'Ecole,01 30 58 02 55,nr,nr,R,"Crèche, école maternelle, halte-garderie, jardin d'enfants",,,20,,nr,nr,,630751.5122,6856931.1013,CYR,PEN,CYR_PEN_1599,Non renseigné,
338,Jardin d'enfants,Petite enfance,Structure d'accueil Petite Enfance,Établissements d’éveil,Public,Jardin d'enfants de Jouy-en-Josas,1 Chemin du Vallot,78350,Jouy-en-Josas,01 34 65 32 07,nr,nr,R,"Crèche, école maternelle, halte-garderie, jardin d'enfants",,,20,,nr,nr,,638304.5653,6852638.7067,JOU,PEN,JOU_PEN_1600,Non renseigné,
339,Jardin d'enfants,Petite enfance,Structure d'accueil Petite Enfance,Établissements d’éveil,Public,Jardin d'enfants Les Cerfs Volants,6 Rue Fronval,78140,Vélizy-Villacoublay,01 39 46 43 05,nr,nr,R,"Crèche, école maternelle, halte-garderie, jardin d'enfants",,,40,,Elisabeth Denamur,Directrice,,640358.9776,6854029.7058,VEL,PEN,VEL_PEN_1601,Non renseigné,
340,Jardin d'enfants,Petite enfance,Structure d'accueil Petite Enfance,Établissements d’éveil,Public,Jardin d'enfants Les Ouistitis,18 Rue des Sables,78220,Viroflay,01 39 24 28 16,nr,nr,R,"Crèche, école maternelle, halte-garderie, jardin d'enfants",,,16,,nr,nr,,639678.757,6856688.3797,VIR,PEN,VIR_PEN_1602,Non renseigné,
341,Multi-Accueil,Petite enfance,Structure d'accueil Petite Enfance,Établissements d’éveil,Public,Maison de la Petite Enfance,7 Rue des Écoles,91570,Bièvres,01 60 19 10 60,mpe@bievres.fr,nr,R,"Crèche, école maternelle, halte-garderie, jardin d'enfants",,,69,,nr,nr,,642518.4361,6850858.5929,BIE,PEN,BIE_PEN_1603,Non renseigné,
342,Multi-Accueil,Petite enfance,Structure d'accueil Petite Enfance,Établissements d’éveil,Public,Espace petite enfance Jacques-Demy,8 Rue Jean Gabin,78390,Bois-d'Arcy,01 30 07 15 41,multiaccueil@boisdarcy.fr,nr,R,"Crèche, école maternelle, halte-garderie, jardin d'enfants",,,50,,Sandra Badard,Directrice,,627432.8367,6856426.738,BOI,PEN,BOI_PEN_1604,Non renseigné,
343,Multi-Accueil,Petite enfance,Structure d'accueil Petite Enfance,Établissements d’éveil,Public,Multi-accueil Bovet,2 Allée Daniel Bovet,78530,Buc,01 39 56 95 15,nr,nr,R,"Crèche, école maternelle, halte-garderie, jardin d'enfants",,,17,,nr,nr,,635072.2014,6852308.1158,BUC,PEN,BUC_PEN_1605,Non renseigné,
344,Multi-Accueil,Petite enfance,Structure d'accueil Petite Enfance,Établissements d’éveil,Public,Multi-accueil Le Petit Prince,2 Allée Daniel Bovet,78530,Buc,01 39 56 95 15,nr,nr,R,"Crèche, école maternelle, halte-garderie, jardin d'enfants",,,48,,nr,nr,,635072.2014,6852308.1158,BUC,PEN,BUC_PEN_1606,Non renseigné,
345,Multi-Accueil,Petite enfance,Structure d'accueil Petite Enfance,Établissements d’éveil,Public,Multi-accueil Les Marsouins,19 Rue de la Bièvre,78530,Buc,01 39 56 63 85,nr,nr,R,"Crèche, école maternelle, halte-garderie, jardin d'enfants",,,15,,nr,nr,,636023.3391,6853176.0618,BUC,PEN,BUC_PEN_1607,Non renseigné,
346,Multi-Accueil,Petite enfance,Structure d'accueil Petite Enfance,Établissements d’éveil,Public,Multi-accueil L'Oasis des Petits,8 Avenue Jean Lurçat,78330,Fontenay-le-Fleury,01 30 45 48 85,nr,nr,R,"Crèche, école maternelle, halte-garderie, jardin d'enfants",,,20,,nr,nr,,630021.8385,6857218.0315,FON,PEN,FON_PEN_1608,Non renseigné,
347,Multi-Accueil,Petite enfance,Structure d'accueil Petite Enfance,Établissements d’éveil,Public,Multi-accueil Les Petites Frimousses,Place du 8 Mai 1945,78330,Fontenay-le-Fleury,01 30 14 15 16,nr,nr,R,"Crèche, école maternelle, halte-garderie, jardin d'enfants",,,20,,nr,nr,,629840.3808,6857197.5536,FON,PEN,FON_PEN_1609,Non renseigné,
348,Multi-Accueil,Petite enfance,Structure d'accueil Petite Enfance,Établissements d’éveil,Privé,Multi-accueil Les Petits Chaperons Rouges,21 Rue Albert Calmette,78350,Jouy-en-Josas,01 41 05 76 65,nr,nr,R,"Crèche, école maternelle, halte-garderie, jardin d'enfants",,,36,,nr,nr,,638820.2679,6852797.7486,JOU,PEN,JOU_PEN_1610,Non renseigné,
349,Multi-Accueil,Petite enfance,Structure d'accueil Petite Enfance,Établissements d’éveil,Public,Multi-accueil André Joly,1 Avenue des Sources,78170,La Celle-Saint-Cloud,01 30 82 72 12,nr,nr,R,"Crèche, école maternelle, halte-garderie, jardin d'enfants",,,19,,nr,nr,,636325.0088,6860858.8855,CEL,PEN,CEL_PEN_1611,Non renseigné,
350,Multi-Accueil,Petite enfance,Structure d'accueil Petite Enfance,Établissements d’éveil,Public,Multi-accueil Bendern,Place du Comte de Bendern,78170,La Celle-Saint-Cloud,01 39 18 31 08,nr,nr,R,"Crèche, école maternelle, halte-garderie, jardin d'enfants",,,20,,nr,nr,,635731.9446,6860421.9535,CEL,PEN,CEL_PEN_1612,Non renseigné,
351,Multi-Accueil,Petite enfance,Structure d'accueil Petite Enfance,Établissements d’éveil,Public,Multi-accueil Berthet,56 Rue de Vindé,78170,La Celle-Saint-Cloud,01 39 18 24 36,nr,nr,R,"Crèche, école maternelle, halte-garderie, jardin d'enfants",,,20,,nr,nr,,637563.0277,6861426.8057,CEL,PEN,CEL_PEN_1613,Non renseigné,
352,Multi-Accueil,Petite enfance,Structure d'accueil Petite Enfance,Établissements d’éveil,Public,Multi-accueil Jonchère,2-10 Avenue de la Jonchère,78170,La Celle-Saint-Cloud,01 30 78 22 86,nr,nr,R,"Crèche, école maternelle, halte-garderie, jardin d'enfants",,,15,,nr,nr,,637791.9348,6862827.1358,CEL,PEN,CEL_PEN_1614,Non renseigné,
353,Multi-Accueil,Petite enfance,Structure d'accueil Petite Enfance,Établissements d’éveil,Public,Multi accueil des Deux Frères,21 Rue de la Celle,78150,Le Chesnay,01 39 23 23 73,nr,nr,R,"Crèche, école maternelle, halte-garderie, jardin d'enfants",,,52,,Caroline Riehl,Directrice,,635807.5665,6857852.9341,CHE,PEN,CHE_PEN_1615,Non renseigné,
354,Multi-Accueil,Petite enfance,Structure d'accueil Petite Enfance,Établissements d’éveil,Public,Multi accueil Eglantines,54 Rue de Glatigny,78150,Le Chesnay,01 39 23 23 75,nr,nr,R,"Crèche, école maternelle, halte-garderie, jardin d'enfants",,,30,,Mathilde Pfaff,Directrice,,636290.8926,6858401.0275,CHE,PEN,CHE_PEN_1616,Non renseigné,
355,Multi-Accueil,Petite enfance,Structure d'accueil Petite Enfance,Établissements d’éveil,Public,Multi accueil La Pépinière,54 Rue de Glatigny,78150,Le Chesnay,01 39 23 23 72,nr,nr,R,"Crèche, école maternelle, halte-garderie, jardin d'enfants",,,40,,Eva Langlois,Directrice,,636289.2724,6858402.9588,CHE,PEN,CHE_PEN_1617,Non renseigné,
356,Multi-Accueil,Petite enfance,Structure d'accueil Petite Enfance,Établissements d’éveil,Public,Multi accueil La Souris verte,39 B Rue Corneille,78150,Le Chesnay,01 39 23 23 76,nr,nr,R,"Crèche, école maternelle, halte-garderie, jardin d'enfants",,,41,,Emmanuelle Bramat,Directrice,,636441.7374,6858592.641,CHE,PEN,CHE_PEN_1618,Non renseigné,
357,Multi-Accueil,Petite enfance,Structure d'accueil Petite Enfance,Établissements d’éveil,Public,Multi accueil Le Petit Poucet,44 Avenue Charles de Gaulle,78150,Le Chesnay,01 39 55 37 49,nr,nr,R,"Crèche, école maternelle, halte-garderie, jardin d'enfants",,,55,,Elise Gressier,Directrice,,635489.5718,6859030.8606,CHE,PEN,CHE_PEN_1619,Non renseigné,
358,Multi-Accueil,Petite enfance,Structure d'accueil Petite Enfance,Établissements d’éveil,Public,Multi accueil Les Cyprès,2 Rue Cimarosa,78150,Le Chesnay,01 39 54 24 31,nr,nr,R,"Crèche, école maternelle, halte-garderie, jardin d'enfants",,,50,,Anne Cardet,Directrice,,635714.4357,6858346.7846,CHE,PEN,CHE_PEN_1620,Non renseigné,
359,Multi-Accueil,Petite enfance,Structure d'accueil Petite Enfance,Établissements d’éveil,Public,Multi accueil Les Hirondelles,19 Rue du Hameau,78150,Le Chesnay,01 39 23 81 83,nr,nr,R,"Crèche, école maternelle, halte-garderie, jardin d'enfants",,,40,,Catherine Clorennec,Directrice,,635291.1361,6858528.4964,CHE,PEN,CHE_PEN_1621,Non renseigné,
360,Multi-Accueil,Petite enfance,Structure d'accueil Petite Enfance,Établissements d’éveil,Public,Multi-accueil de la Celle-Saint-Cloud,9 B Rue Roger Henry,78210,Saint-Cyr-l'Ecole,01 30 45 04 04,nr,nr,R,"Crèche, école maternelle, halte-garderie, jardin d'enfants",,,15,,nr,nr,,630644.7101,6856263.7039,CYR,PEN,CYR_PEN_1622,Non renseigné,
361,Multi-Accueil,Petite enfance,Structure d'accueil Petite Enfance,Établissements d’éveil,Public,Multi-accueil Le Mail,1 Avenue du Général de Gaulle,78140,Vélizy-Villacoublay,01 34 58 71 99,nr,nr,R,"Crèche, école maternelle, halte-garderie, jardin d'enfants",,,19,,Miren Barthelemy,Directrice,,639992.837,6854140.4279,VEL,PEN,VEL_PEN_1623,Non renseigné,
