"Provenance";"Code Insee de la commune";"Commune";"Annee";"Activite";"Profession";"Discipline";"Comptage"
"OPENDATA41 - www.pilote41.fr";"41106";"Lamotte-Beuvron";"2009";"Libérale";"Médecin Spécialiste";"Ophtalmologie";1,00
"OPENDATA41 - www.pilote41.fr";"41106";"Lamotte-Beuvron";"2009";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";3,00
"OPENDATA41 - www.pilote41.fr";"41106";"Lamotte-Beuvron";"2009";"Libérale";"Orthophoniste";"Orthophoniste";1,00
"OPENDATA41 - www.pilote41.fr";"41106";"Lamotte-Beuvron";"2009";"Libérale";"Infirmier";"Infirmier";7,00
"OPENDATA41 - www.pilote41.fr";"41106";"Lamotte-Beuvron";"2009";"Libérale";"Médecin Généraliste";"Médecin Généraliste";6,00
"OPENDATA41 - www.pilote41.fr";"41106";"Lamotte-Beuvron";"2010";"Libérale";"Médecin Généraliste";"Médecin Généraliste";6,00
"OPENDATA41 - www.pilote41.fr";"41106";"Lamotte-Beuvron";"2010";"Libérale";"Médecin Spécialiste";"Ophtalmologie";1,00
"OPENDATA41 - www.pilote41.fr";"41106";"Lamotte-Beuvron";"2010";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";4,00
"OPENDATA41 - www.pilote41.fr";"41106";"Lamotte-Beuvron";"2010";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";2,00
"OPENDATA41 - www.pilote41.fr";"41106";"Lamotte-Beuvron";"2010";"Libérale";"Orthophoniste";"Orthophoniste";1,00
"OPENDATA41 - www.pilote41.fr";"41106";"Lamotte-Beuvron";"2010";"Libérale";"Infirmier";"Infirmier";8,00
"OPENDATA41 - www.pilote41.fr";"41106";"Lamotte-Beuvron";"2010";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";3,00
"OPENDATA41 - www.pilote41.fr";"41106";"Lamotte-Beuvron";"2010";"Libérale";"Pharmacien";"Pharmacien";3,00
"OPENDATA41 - www.pilote41.fr";"41106";"Lamotte-Beuvron";"2011";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";3,00
"OPENDATA41 - www.pilote41.fr";"41106";"Lamotte-Beuvron";"2011";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";2,00
"OPENDATA41 - www.pilote41.fr";"41106";"Lamotte-Beuvron";"2011";"Libérale";"Médecin Généraliste";"Médecin Généraliste";6,00
"OPENDATA41 - www.pilote41.fr";"41106";"Lamotte-Beuvron";"2011";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";4,00
"OPENDATA41 - www.pilote41.fr";"41106";"Lamotte-Beuvron";"2011";"Libérale";"Orthophoniste";"Orthophoniste";1,00
"OPENDATA41 - www.pilote41.fr";"41106";"Lamotte-Beuvron";"2011";"Libérale";"Infirmier";"Infirmier";7,00
"OPENDATA41 - www.pilote41.fr";"41106";"Lamotte-Beuvron";"2011";"Libérale";"Médecin Spécialiste";"Ophtalmologie";1,00
"OPENDATA41 - www.pilote41.fr";"41107";"Lancé";"2005";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41107";"Lancé";"2005";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41107";"Lancé";"2006";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41110";"Langon";"2011";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41112";"Lassay-sur-Croisne";"2006";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41112";"Lassay-sur-Croisne";"2007";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41112";"Lassay-sur-Croisne";"2008";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41112";"Lassay-sur-Croisne";"2009";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41116";"Lisle";"2006";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41116";"Lisle";"2007";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41116";"Lisle";"2008";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41116";"Lisle";"2009";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41116";"Lisle";"2010";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41116";"Lisle";"2011";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41119";"Lorges";"2005";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41119";"Lorges";"2006";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41119";"Lorges";"2007";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41119";"Lorges";"2008";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41119";"Lorges";"2009";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41119";"Lorges";"2010";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41119";"Lorges";"2011";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41120";"Lunay";"2005";"Libérale";"Infirmier";"Infirmier";2,00
"OPENDATA41 - www.pilote41.fr";"41120";"Lunay";"2005";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41120";"Lunay";"2005";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";2,00
"OPENDATA41 - www.pilote41.fr";"41120";"Lunay";"2006";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41120";"Lunay";"2006";"Libérale";"Infirmier";"Infirmier";2,00
"OPENDATA41 - www.pilote41.fr";"41120";"Lunay";"2006";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41120";"Lunay";"2007";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41120";"Lunay";"2007";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41120";"Lunay";"2007";"Libérale";"Infirmier";"Infirmier";2,00
"OPENDATA41 - www.pilote41.fr";"41120";"Lunay";"2008";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41120";"Lunay";"2008";"Libérale";"Infirmier";"Infirmier";2,00
"OPENDATA41 - www.pilote41.fr";"41120";"Lunay";"2009";"Libérale";"Infirmier";"Infirmier";2,00
"OPENDATA41 - www.pilote41.fr";"41120";"Lunay";"2009";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41120";"Lunay";"2010";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41120";"Lunay";"2010";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41120";"Lunay";"2011";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41120";"Lunay";"2011";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41122";"Maray";"2007";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41123";"Marchenoir";"2005";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41123";"Marchenoir";"2005";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41123";"Marchenoir";"2005";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41123";"Marchenoir";"2006";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41123";"Marchenoir";"2006";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41123";"Marchenoir";"2006";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41123";"Marchenoir";"2007";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41123";"Marchenoir";"2007";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41123";"Marchenoir";"2007";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41123";"Marchenoir";"2008";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41123";"Marchenoir";"2008";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41123";"Marchenoir";"2008";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41123";"Marchenoir";"2009";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41123";"Marchenoir";"2009";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41123";"Marchenoir";"2009";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41123";"Marchenoir";"2010";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41123";"Marchenoir";"2010";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41123";"Marchenoir";"2010";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41123";"Marchenoir";"2011";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41123";"Marchenoir";"2011";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41123";"Marchenoir";"2011";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41125";"Marcilly-en-Gault";"2008";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41125";"Marcilly-en-Gault";"2009";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41126";"Mareuil-sur-Cher";"2007";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41126";"Mareuil-sur-Cher";"2009";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41126";"Mareuil-sur-Cher";"2009";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41126";"Mareuil-sur-Cher";"2010";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41126";"Mareuil-sur-Cher";"2011";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41131";"Mazangé";"2005";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41131";"Mazangé";"2005";"Libérale";"Infirmier";"Infirmier";4,00
"OPENDATA41 - www.pilote41.fr";"41131";"Mazangé";"2006";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41131";"Mazangé";"2006";"Libérale";"Infirmier";"Infirmier";5,00
"OPENDATA41 - www.pilote41.fr";"41131";"Mazangé";"2007";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41131";"Mazangé";"2007";"Libérale";"Infirmier";"Infirmier";5,00
"OPENDATA41 - www.pilote41.fr";"41131";"Mazangé";"2008";"Libérale";"Infirmier";"Infirmier";4,00
"OPENDATA41 - www.pilote41.fr";"41131";"Mazangé";"2008";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41131";"Mazangé";"2009";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41131";"Mazangé";"2009";"Libérale";"Infirmier";"Infirmier";4,00
"OPENDATA41 - www.pilote41.fr";"41131";"Mazangé";"2010";"Libérale";"Infirmier";"Infirmier";4,00
"OPENDATA41 - www.pilote41.fr";"41131";"Mazangé";"2010";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41131";"Mazangé";"2011";"Libérale";"Infirmier";"Infirmier";5,00
"OPENDATA41 - www.pilote41.fr";"41134";"Menars";"2005";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41134";"Menars";"2006";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41134";"Menars";"2007";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41134";"Menars";"2008";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41134";"Menars";"2008";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41134";"Menars";"2009";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41134";"Menars";"2009";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41134";"Menars";"2010";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41134";"Menars";"2010";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41134";"Menars";"2011";"Libérale";"Médecin Généraliste";"Médecin Généraliste";1,00
"OPENDATA41 - www.pilote41.fr";"41134";"Menars";"2011";"Libérale";"Infirmier";"Infirmier";1,00
"OPENDATA41 - www.pilote41.fr";"41135";"Mennetou-sur-Cher";"2005";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41135";"Mennetou-sur-Cher";"2005";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41135";"Mennetou-sur-Cher";"2005";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41135";"Mennetou-sur-Cher";"2005";"Libérale";"Infirmier";"Infirmier";2,00
"OPENDATA41 - www.pilote41.fr";"41135";"Mennetou-sur-Cher";"2006";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41135";"Mennetou-sur-Cher";"2006";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41135";"Mennetou-sur-Cher";"2006";"Libérale";"Médecin Spécialiste";"Biologie médicale";1,00
"OPENDATA41 - www.pilote41.fr";"41135";"Mennetou-sur-Cher";"2006";"Libérale";"Infirmier";"Infirmier";2,00
"OPENDATA41 - www.pilote41.fr";"41135";"Mennetou-sur-Cher";"2006";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41135";"Mennetou-sur-Cher";"2007";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41135";"Mennetou-sur-Cher";"2007";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41135";"Mennetou-sur-Cher";"2007";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41135";"Mennetou-sur-Cher";"2007";"Libérale";"Infirmier";"Infirmier";2,00
"OPENDATA41 - www.pilote41.fr";"41135";"Mennetou-sur-Cher";"2008";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41135";"Mennetou-sur-Cher";"2008";"Libérale";"Infirmier";"Infirmier";2,00
"OPENDATA41 - www.pilote41.fr";"41135";"Mennetou-sur-Cher";"2008";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41135";"Mennetou-sur-Cher";"2008";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41135";"Mennetou-sur-Cher";"2009";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41135";"Mennetou-sur-Cher";"2009";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41135";"Mennetou-sur-Cher";"2009";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41135";"Mennetou-sur-Cher";"2009";"Libérale";"Infirmier";"Infirmier";2,00
"OPENDATA41 - www.pilote41.fr";"41135";"Mennetou-sur-Cher";"2010";"Libérale";"Pharmacien";"Pharmacien";1,00
"OPENDATA41 - www.pilote41.fr";"41135";"Mennetou-sur-Cher";"2010";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41135";"Mennetou-sur-Cher";"2010";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41135";"Mennetou-sur-Cher";"2010";"Libérale";"Infirmier";"Infirmier";3,00
"OPENDATA41 - www.pilote41.fr";"41135";"Mennetou-sur-Cher";"2011";"Libérale";"Médecin Généraliste";"Médecin Généraliste";2,00
"OPENDATA41 - www.pilote41.fr";"41135";"Mennetou-sur-Cher";"2011";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";1,00
"OPENDATA41 - www.pilote41.fr";"41135";"Mennetou-sur-Cher";"2011";"Libérale";"Infirmier";"Infirmier";3,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2005";"Libérale";"Infirmier";"Infirmier";6,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2005";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";2,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2005";"Libérale";"Orthophoniste";"Orthophoniste";1,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2005";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";2,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2005";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";4,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2005";"Libérale";"Opticien-Lunetier";"Opticien-Lunetier";3,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2005";"Libérale";"Médecin Généraliste";"Médecin Généraliste";6,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2005";"Libérale";"Pharmacien";"Pharmacien";2,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2006";"Libérale";"Orthophoniste";"Orthophoniste";1,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2006";"Libérale";"Médecin Généraliste";"Médecin Généraliste";6,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2006";"Libérale";"Pharmacien";"Pharmacien";2,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2006";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";5,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2006";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";2,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2006";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";2,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2006";"Libérale";"Infirmier";"Infirmier";7,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2006";"Libérale";"Opticien-Lunetier";"Opticien-Lunetier";3,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2007";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";5,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2007";"Libérale";"Médecin Généraliste";"Médecin Généraliste";6,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2007";"Libérale";"Orthophoniste";"Orthophoniste";1,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2007";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";2,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2007";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";2,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2007";"Libérale";"Infirmier";"Infirmier";7,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2007";"Libérale";"Pharmacien";"Pharmacien";2,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2007";"Libérale";"Opticien-Lunetier";"Opticien-Lunetier";3,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2008";"Libérale";"Orthophoniste";"Orthophoniste";1,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2008";"Libérale";"Médecin Généraliste";"Médecin Généraliste";6,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2008";"Libérale";"Pharmacien";"Pharmacien";2,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2008";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";2,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2008";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";5,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2008";"Libérale";"Infirmier";"Infirmier";7,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2008";"Libérale";"Opticien-Lunetier";"Opticien-Lunetier";3,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2008";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";3,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2009";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";2,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2009";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";7,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2009";"Libérale";"Orthophoniste";"Orthophoniste";1,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2009";"Libérale";"Infirmier";"Infirmier";6,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2009";"Libérale";"Pharmacien";"Pharmacien";2,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2009";"Libérale";"Médecin Généraliste";"Médecin Généraliste";6,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2009";"Libérale";"Opticien-Lunetier";"Opticien-Lunetier";3,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2009";"Libérale";"Chirurgien-Dentiste";"Chirurgien-Dentiste";3,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2010";"Libérale";"Médecin Généraliste";"Médecin Généraliste";6,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2010";"Libérale";"Opticien-Lunetier";"Opticien-Lunetier";3,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2010";"Libérale";"Infirmier";"Infirmier";6,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2010";"Libérale";"Masseur-Kinésithérapeute";"Masseur-Kinésithérapeute";7,00
"OPENDATA41 - www.pilote41.fr";"41136";"Mer";"2010";"Libérale";"Pédicure-Podologue";"Pédicure-Podologue";2,00
